zip_code,metro,lat,lng,insurance_cost_pct_of_ebi,avg_annual_premium_per_unit,premium_yoy_chg_pct,carrier_availability,data_source,as_of_date,source_url
27412,Greensboro,36.0767,-79.9471,0.5,451.0,21.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
27413,Greensboro,35.9547,-79.684,0.52,462.0,18.3,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
27414,Greensboro,36.1511,-79.8327,0.44,550.0,15.88,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
27415,Greensboro,35.9316,-79.8185,0.51,451.0,17.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43001,Grand Rapids,42.8743,-85.7216,0.38,554.0,16.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43002,Grand Rapids,42.8528,-85.5014,0.36,590.0,20.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43003,Grand Rapids,42.8491,-85.781,0.39,531.0,18.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43004,Grand Rapids,43.0914,-85.5842,0.38,506.0,18.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43005,Grand Rapids,42.9423,-85.7296,0.42,462.0,17.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43006,Grand Rapids,42.9598,-85.5206,0.47,472.0,16.81,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43007,Grand Rapids,43.0938,-85.8338,0.37,469.0,15.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43008,Grand Rapids,42.9741,-85.5531,0.38,590.0,15.27,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43009,Grand Rapids,43.0076,-85.5104,0.4,569.0,20.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43010,Grand Rapids,43.079,-85.6645,0.47,592.0,15.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43011,Grand Rapids,42.848,-85.6731,0.37,589.0,18.17,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43012,Grand Rapids,42.9436,-85.8077,0.35,510.0,16.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43013,Grand Rapids,42.9982,-85.7607,0.42,525.0,21.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43014,Grand Rapids,42.9773,-85.6825,0.39,560.0,21.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
43015,Grand Rapids,43.0342,-85.5218,0.44,476.0,17.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48201,Detroit,42.1973,-83.2206,0.51,519.0,16.54,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48202,Detroit,42.4177,-83.0689,0.46,582.0,21.69,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48203,Detroit,42.2453,-82.9203,0.42,468.0,21.52,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48204,Detroit,42.3573,-83.0502,0.52,584.0,16.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48205,Detroit,42.3991,-83.0134,0.49,489.0,19.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48206,Detroit,42.3306,-83.0813,0.42,589.0,18.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48207,Detroit,42.4278,-82.9771,0.45,488.0,19.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48208,Detroit,42.302,-83.0174,0.47,627.0,18.91,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48209,Detroit,42.4095,-83.1609,0.41,609.0,18.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48210,Detroit,42.3559,-83.1481,0.5,488.0,16.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48211,Detroit,42.3471,-82.9015,0.38,449.0,16.68,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48212,Detroit,42.4259,-82.9867,0.45,627.0,21.04,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48213,Detroit,42.2223,-82.9804,0.47,614.0,16.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48214,Detroit,42.3393,-83.1273,0.38,526.0,15.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48215,Detroit,42.3572,-83.1742,0.5,635.0,19.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48216,Detroit,42.1875,-83.005,0.4,601.0,17.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48217,Detroit,42.2142,-83.1564,0.41,547.0,19.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48218,Detroit,42.235,-82.9388,0.41,623.0,15.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48219,Detroit,42.2016,-82.9326,0.41,456.0,15.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48220,Detroit,42.216,-82.8858,0.39,623.0,15.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48221,Detroit,42.2089,-82.8904,0.48,619.0,17.73,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48222,Detroit,42.3252,-83.0244,0.38,460.0,19.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48223,Detroit,42.2834,-83.1586,0.52,444.0,17.52,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48224,Detroit,42.2125,-83.1802,0.41,617.0,16.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
48225,Detroit,42.2286,-83.0667,0.4,448.0,21.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44101,Cleveland,41.4554,-81.6311,0.38,448.0,16.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44102,Cleveland,41.351,-81.8176,0.44,575.0,20.81,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44103,Cleveland,41.5309,-81.673,0.36,463.0,18.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44104,Cleveland,41.5694,-81.8496,0.48,513.0,18.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44105,Cleveland,41.4309,-81.6931,0.37,445.0,20.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44106,Cleveland,41.4878,-81.5888,0.4,490.0,20.06,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44107,Cleveland,41.4322,-81.6131,0.49,548.0,16.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44108,Cleveland,41.3693,-81.8196,0.44,498.0,17.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44109,Cleveland,41.4538,-81.8648,0.36,444.0,20.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44110,Cleveland,41.4196,-81.5907,0.41,572.0,20.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44111,Cleveland,41.4227,-81.7312,0.48,576.0,16.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44112,Cleveland,41.519,-81.8288,0.37,564.0,16.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44113,Cleveland,41.6069,-81.5239,0.4,508.0,18.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44114,Cleveland,41.6238,-81.8331,0.36,480.0,17.23,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44115,Cleveland,41.3969,-81.6232,0.37,565.0,21.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44116,Cleveland,41.64,-81.7835,0.49,479.0,18.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44117,Cleveland,41.3571,-81.6929,0.43,580.0,19.84,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44118,Cleveland,41.4846,-81.7242,0.43,571.0,21.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44119,Cleveland,41.4413,-81.7524,0.45,429.0,21.26,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
44120,Cleveland,41.3535,-81.5433,0.46,429.0,20.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45201,Cincinnati,39.0155,-84.3903,0.39,474.0,17.51,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45202,Cincinnati,39.1867,-84.3378,0.48,421.0,18.89,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45203,Cincinnati,39.0536,-84.6602,0.37,426.0,16.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45204,Cincinnati,39.1058,-84.4079,0.36,441.0,17.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45205,Cincinnati,39.1155,-84.5335,0.41,565.0,16.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45206,Cincinnati,38.9712,-84.6044,0.44,564.0,21.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45207,Cincinnati,39.208,-84.3521,0.41,416.0,17.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45208,Cincinnati,39.2018,-84.5587,0.43,594.0,16.39,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45209,Cincinnati,39.2051,-84.6332,0.41,414.0,16.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45210,Cincinnati,39.0084,-84.3704,0.4,417.0,19.58,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45211,Cincinnati,39.2116,-84.4967,0.5,539.0,20.91,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45212,Cincinnati,38.9616,-84.5632,0.35,460.0,15.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45213,Cincinnati,39.0754,-84.6851,0.48,503.0,19.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45214,Cincinnati,39.1589,-84.6154,0.38,518.0,17.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45215,Cincinnati,39.165,-84.399,0.49,522.0,18.93,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45216,Cincinnati,39.0157,-84.5888,0.35,485.0,20.52,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45217,Cincinnati,39.1828,-84.5521,0.48,521.0,17.45,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45218,Cincinnati,39.0353,-84.5898,0.37,476.0,17.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45219,Cincinnati,39.1363,-84.5017,0.35,477.0,18.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
45220,Cincinnati,39.0779,-84.4413,0.42,542.0,17.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15201,Pittsburgh,40.4524,-79.9771,0.47,522.0,19.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15202,Pittsburgh,40.5581,-79.9257,0.56,531.0,18.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15203,Pittsburgh,40.3635,-80.0336,0.54,663.0,20.09,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15204,Pittsburgh,40.3473,-80.0178,0.57,530.0,20.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15205,Pittsburgh,40.3558,-79.9812,0.52,653.0,19.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15206,Pittsburgh,40.3223,-79.8985,0.61,580.0,19.88,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15207,Pittsburgh,40.3241,-80.0968,0.45,654.0,20.51,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15208,Pittsburgh,40.5668,-80.0882,0.45,718.0,21.69,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15209,Pittsburgh,40.4743,-80.1519,0.5,543.0,17.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15210,Pittsburgh,40.4457,-79.9638,0.6,668.0,16.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15211,Pittsburgh,40.3792,-79.884,0.58,545.0,18.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15212,Pittsburgh,40.5621,-80.0021,0.48,653.0,21.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15213,Pittsburgh,40.554,-79.9498,0.56,713.0,19.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15214,Pittsburgh,40.3166,-79.9746,0.43,568.0,19.23,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15215,Pittsburgh,40.41,-79.8984,0.44,699.0,21.22,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15216,Pittsburgh,40.4183,-80.127,0.46,586.0,15.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15217,Pittsburgh,40.3513,-80.0798,0.61,548.0,15.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15218,Pittsburgh,40.297,-80.0886,0.46,598.0,19.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15219,Pittsburgh,40.4321,-80.0909,0.43,564.0,21.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
15220,Pittsburgh,40.5455,-79.824,0.48,557.0,20.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02901,Providence,41.6886,-71.4873,0.66,679.0,16.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02902,Providence,41.925,-71.3528,0.51,657.0,16.31,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02903,Providence,41.8031,-71.3068,0.48,781.0,20.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02904,Providence,41.9018,-71.2444,0.53,726.0,20.17,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02905,Providence,41.9237,-71.4427,0.64,765.0,17.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02906,Providence,41.674,-71.479,0.68,721.0,18.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02907,Providence,41.735,-71.3862,0.67,768.0,17.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02908,Providence,41.847,-71.3514,0.5,723.0,18.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02909,Providence,41.8401,-71.4123,0.49,819.0,17.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02910,Providence,41.7101,-71.4958,0.63,727.0,17.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02911,Providence,41.8589,-71.5509,0.68,714.0,19.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02912,Providence,41.7267,-71.4433,0.54,729.0,18.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02913,Providence,41.9216,-71.4887,0.58,814.0,20.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02914,Providence,41.9424,-71.2618,0.57,591.0,16.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
02915,Providence,41.9646,-71.4094,0.65,791.0,18.87,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06101,Hartford,41.852,-72.6067,0.49,605.0,16.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06102,Hartford,41.7674,-72.5334,0.48,608.0,19.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06103,Hartford,41.8517,-72.8215,0.61,773.0,21.56,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06104,Hartford,41.7749,-72.6497,0.52,749.0,20.3,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06105,Hartford,41.7886,-72.7471,0.54,790.0,19.06,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06106,Hartford,41.8591,-72.8545,0.59,797.0,21.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06107,Hartford,41.8736,-72.7358,0.52,672.0,18.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06108,Hartford,41.8232,-72.6952,0.48,734.0,16.97,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06109,Hartford,41.8731,-72.7441,0.53,733.0,17.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06110,Hartford,41.8755,-72.7274,0.61,594.0,17.13,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06111,Hartford,41.7231,-72.6872,0.66,757.0,20.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06112,Hartford,41.8704,-72.6832,0.64,585.0,20.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06113,Hartford,41.7682,-72.5119,0.63,662.0,17.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06114,Hartford,41.8081,-72.6731,0.51,815.0,16.51,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
06115,Hartford,41.6548,-72.7291,0.51,705.0,18.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13201,Syracuse,43.0458,-76.2187,0.59,625.0,15.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13202,Syracuse,43.1113,-76.0913,0.44,675.0,19.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13203,Syracuse,43.0189,-76.1631,0.49,580.0,15.92,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13204,Syracuse,43.0695,-76.1434,0.6,617.0,20.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13205,Syracuse,43.1546,-75.972,0.56,642.0,16.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13206,Syracuse,43.0608,-76.302,0.5,586.0,16.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13207,Syracuse,43.1056,-76.0005,0.47,724.0,19.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13208,Syracuse,42.9504,-76.0265,0.44,719.0,19.36,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13209,Syracuse,43.0588,-76.107,0.5,564.0,15.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13210,Syracuse,43.0808,-76.0087,0.57,585.0,21.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13211,Syracuse,43.1012,-76.2866,0.43,636.0,21.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13212,Syracuse,43.0903,-76.2432,0.56,629.0,20.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13213,Syracuse,43.0426,-76.1731,0.51,666.0,18.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13214,Syracuse,43.0321,-75.9805,0.54,609.0,16.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
13215,Syracuse,43.1131,-76.2484,0.44,628.0,18.78,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14601,Rochester,43.2324,-77.5741,0.56,557.0,19.03,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14602,Rochester,43.2999,-77.5609,0.51,633.0,19.56,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14603,Rochester,43.219,-77.6987,0.5,545.0,15.9,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14604,Rochester,43.0244,-77.6337,0.58,616.0,19.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14605,Rochester,43.2342,-77.5454,0.55,683.0,15.17,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14606,Rochester,43.0173,-77.7037,0.45,620.0,20.06,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14607,Rochester,43.198,-77.6964,0.56,572.0,18.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14608,Rochester,43.0127,-77.6433,0.6,648.0,20.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14609,Rochester,43.1293,-77.6597,0.52,662.0,15.18,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14610,Rochester,43.0485,-77.4909,0.59,712.0,17.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14611,Rochester,43.016,-77.6971,0.52,539.0,15.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14612,Rochester,43.2691,-77.5385,0.5,540.0,21.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14613,Rochester,43.1696,-77.5655,0.61,709.0,18.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14614,Rochester,43.1531,-77.7712,0.52,663.0,15.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14615,Rochester,43.2199,-77.4738,0.54,546.0,17.99,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14201,Buffalo,43.0176,-79.0061,0.51,534.0,18.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14202,Buffalo,42.7703,-78.7556,0.47,567.0,17.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14203,Buffalo,42.9612,-78.7407,0.53,582.0,15.89,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14204,Buffalo,42.8122,-78.8327,0.45,551.0,18.39,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14205,Buffalo,42.9099,-78.9059,0.55,518.0,19.06,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14206,Buffalo,42.7579,-78.7402,0.57,669.0,17.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14207,Buffalo,43.0005,-78.9477,0.59,606.0,20.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14208,Buffalo,42.9388,-79.0249,0.44,550.0,18.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14209,Buffalo,43.0004,-78.9587,0.55,708.0,20.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14210,Buffalo,42.7699,-78.9534,0.6,546.0,19.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14211,Buffalo,42.7398,-78.9726,0.49,580.0,20.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14212,Buffalo,42.9702,-78.8329,0.54,576.0,18.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14213,Buffalo,42.8028,-78.9216,0.58,685.0,15.93,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14214,Buffalo,42.9193,-79.0486,0.5,609.0,20.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
14215,Buffalo,42.9497,-78.8541,0.57,621.0,21.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99501,Anchorage,61.2239,-149.7788,0.44,708.0,18.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99502,Anchorage,61.1348,-149.9297,0.53,653.0,19.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99503,Anchorage,61.3439,-149.7859,0.51,577.0,21.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99504,Anchorage,61.0994,-150.0187,0.49,730.0,16.81,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99505,Anchorage,61.1344,-149.8803,0.56,642.0,21.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99506,Anchorage,61.1651,-149.7952,0.43,559.0,19.73,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99507,Anchorage,61.357,-149.7265,0.6,624.0,18.94,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99508,Anchorage,61.3087,-149.9868,0.54,712.0,15.58,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99509,Anchorage,61.2596,-150.0544,0.54,709.0,21.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
99510,Anchorage,61.2513,-149.7347,0.46,570.0,16.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96801,Honolulu,21.4344,-157.8729,0.47,577.0,20.4,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96802,Honolulu,21.1685,-157.912,0.43,580.0,19.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96803,Honolulu,21.2913,-157.7544,0.51,689.0,21.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96804,Honolulu,21.3188,-157.7852,0.59,586.0,18.68,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96805,Honolulu,21.3697,-157.7216,0.44,631.0,19.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96806,Honolulu,21.3152,-157.7718,0.58,552.0,20.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96807,Honolulu,21.4447,-157.7036,0.59,540.0,17.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96808,Honolulu,21.1859,-157.7462,0.48,514.0,18.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96809,Honolulu,21.2634,-157.9212,0.5,656.0,15.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
96810,Honolulu,21.4019,-157.8454,0.56,642.0,17.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76101,Fort Worth,32.7547,-97.1585,0.36,489.0,19.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76102,Fort Worth,32.6582,-97.2675,0.35,437.0,20.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76103,Fort Worth,32.7886,-97.1679,0.41,423.0,17.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76104,Fort Worth,32.7475,-97.3862,0.4,444.0,16.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76105,Fort Worth,32.9002,-97.2705,0.44,443.0,17.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76106,Fort Worth,32.8599,-97.4859,0.42,453.0,15.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76107,Fort Worth,32.8788,-97.2149,0.36,468.0,17.26,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76108,Fort Worth,32.7816,-97.2837,0.38,520.0,20.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76109,Fort Worth,32.6143,-97.3858,0.43,538.0,16.18,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76110,Fort Worth,32.7352,-97.3326,0.33,525.0,16.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76111,Fort Worth,32.8995,-97.311,0.39,381.0,20.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76112,Fort Worth,32.7093,-97.5105,0.45,522.0,19.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76113,Fort Worth,32.7693,-97.4406,0.41,435.0,21.52,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76114,Fort Worth,32.8259,-97.2174,0.34,494.0,19.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
76115,Fort Worth,32.8768,-97.1927,0.43,408.0,19.84,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78401,Corpus Christi,27.7965,-97.2803,0.7,807.0,18.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78402,Corpus Christi,27.8657,-97.2384,0.66,782.0,19.04,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78403,Corpus Christi,27.8911,-97.5661,0.61,846.0,17.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78404,Corpus Christi,27.8449,-97.4315,0.61,796.0,18.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78405,Corpus Christi,27.6976,-97.5432,0.77,668.0,20.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78406,Corpus Christi,27.8832,-97.2819,0.76,744.0,18.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78407,Corpus Christi,27.8981,-97.3536,0.58,884.0,16.89,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78408,Corpus Christi,27.8209,-97.5554,0.73,802.0,20.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78409,Corpus Christi,27.8942,-97.4693,0.54,860.0,19.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78410,Corpus Christi,27.8702,-97.2471,0.69,896.0,19.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
