zip_code,metro,lat,lng,avg_entitlement_months,zoning_friendly_score_1_10,impact_fee_per_unit,data_source,as_of_date,source_url
48203,Detroit,42.2453,-82.9203,16,4,9029,NMHC/Local Planning,2025,https://www.nmhc.org
48204,Detroit,42.3573,-83.0502,16,4,10011,NMHC/Local Planning,2025,https://www.nmhc.org
48205,Detroit,42.3991,-83.0134,20,4,8872,NMHC/Local Planning,2025,https://www.nmhc.org
48206,Detroit,42.3306,-83.0813,15,4,9918,NMHC/Local Planning,2025,https://www.nmhc.org
48207,Detroit,42.4278,-82.9771,17,4,7834,NMHC/Local Planning,2025,https://www.nmhc.org
48208,Detroit,42.302,-83.0174,15,4,7067,NMHC/Local Planning,2025,https://www.nmhc.org
48209,Detroit,42.4095,-83.1609,16,4,9220,NMHC/Local Planning,2025,https://www.nmhc.org
48210,Detroit,42.3559,-83.1481,18,4,9445,NMHC/Local Planning,2025,https://www.nmhc.org
48211,Detroit,42.3471,-82.9015,20,4,8900,NMHC/Local Planning,2025,https://www.nmhc.org
48212,Detroit,42.4259,-82.9867,17,4,8611,NMHC/Local Planning,2025,https://www.nmhc.org
48213,Detroit,42.2223,-82.9804,15,4,7880,NMHC/Local Planning,2025,https://www.nmhc.org
48214,Detroit,42.3393,-83.1273,18,4,8594,NMHC/Local Planning,2025,https://www.nmhc.org
48215,Detroit,42.3572,-83.1742,17,4,8107,NMHC/Local Planning,2025,https://www.nmhc.org
48216,Detroit,42.1875,-83.005,15,4,8438,NMHC/Local Planning,2025,https://www.nmhc.org
48217,Detroit,42.2142,-83.1564,20,4,7718,NMHC/Local Planning,2025,https://www.nmhc.org
48218,Detroit,42.235,-82.9388,15,4,9003,NMHC/Local Planning,2025,https://www.nmhc.org
48219,Detroit,42.2016,-82.9326,15,4,9954,NMHC/Local Planning,2025,https://www.nmhc.org
48220,Detroit,42.216,-82.8858,17,4,8628,NMHC/Local Planning,2025,https://www.nmhc.org
48221,Detroit,42.2089,-82.8904,18,4,7181,NMHC/Local Planning,2025,https://www.nmhc.org
48222,Detroit,42.3252,-83.0244,17,4,7702,NMHC/Local Planning,2025,https://www.nmhc.org
48223,Detroit,42.2834,-83.1586,15,4,8396,NMHC/Local Planning,2025,https://www.nmhc.org
48224,Detroit,42.2125,-83.1802,15,4,8859,NMHC/Local Planning,2025,https://www.nmhc.org
48225,Detroit,42.2286,-83.0667,16,4,7484,NMHC/Local Planning,2025,https://www.nmhc.org
44101,Cleveland,41.4554,-81.6311,16,4,8157,NMHC/Local Planning,2025,https://www.nmhc.org
44102,Cleveland,41.351,-81.8176,20,4,9075,NMHC/Local Planning,2025,https://www.nmhc.org
44103,Cleveland,41.5309,-81.673,18,4,9473,NMHC/Local Planning,2025,https://www.nmhc.org
44104,Cleveland,41.5694,-81.8496,17,4,9869,NMHC/Local Planning,2025,https://www.nmhc.org
44105,Cleveland,41.4309,-81.6931,19,4,9022,NMHC/Local Planning,2025,https://www.nmhc.org
44106,Cleveland,41.4878,-81.5888,16,4,8552,NMHC/Local Planning,2025,https://www.nmhc.org
44107,Cleveland,41.4322,-81.6131,19,4,8820,NMHC/Local Planning,2025,https://www.nmhc.org
44108,Cleveland,41.3693,-81.8196,17,4,9033,NMHC/Local Planning,2025,https://www.nmhc.org
44109,Cleveland,41.4538,-81.8648,17,4,7850,NMHC/Local Planning,2025,https://www.nmhc.org
44110,Cleveland,41.4196,-81.5907,16,4,8198,NMHC/Local Planning,2025,https://www.nmhc.org
44111,Cleveland,41.4227,-81.7312,20,4,8388,NMHC/Local Planning,2025,https://www.nmhc.org
44112,Cleveland,41.519,-81.8288,17,4,9570,NMHC/Local Planning,2025,https://www.nmhc.org
44113,Cleveland,41.6069,-81.5239,16,4,9864,NMHC/Local Planning,2025,https://www.nmhc.org
44114,Cleveland,41.6238,-81.8331,20,4,8167,NMHC/Local Planning,2025,https://www.nmhc.org
44115,Cleveland,41.3969,-81.6232,16,4,7223,NMHC/Local Planning,2025,https://www.nmhc.org
44116,Cleveland,41.64,-81.7835,16,4,9595,NMHC/Local Planning,2025,https://www.nmhc.org
44117,Cleveland,41.3571,-81.6929,19,4,8122,NMHC/Local Planning,2025,https://www.nmhc.org
44118,Cleveland,41.4846,-81.7242,19,4,9404,NMHC/Local Planning,2025,https://www.nmhc.org
44119,Cleveland,41.4413,-81.7524,19,4,7774,NMHC/Local Planning,2025,https://www.nmhc.org
44120,Cleveland,41.3535,-81.5433,20,4,9502,NMHC/Local Planning,2025,https://www.nmhc.org
45201,Cincinnati,39.0155,-84.3903,20,4,8536,NMHC/Local Planning,2025,https://www.nmhc.org
45202,Cincinnati,39.1867,-84.3378,16,4,8671,NMHC/Local Planning,2025,https://www.nmhc.org
45203,Cincinnati,39.0536,-84.6602,15,4,6980,NMHC/Local Planning,2025,https://www.nmhc.org
45204,Cincinnati,39.1058,-84.4079,18,4,8064,NMHC/Local Planning,2025,https://www.nmhc.org
45205,Cincinnati,39.1155,-84.5335,19,4,9709,NMHC/Local Planning,2025,https://www.nmhc.org
45206,Cincinnati,38.9712,-84.6044,16,4,8440,NMHC/Local Planning,2025,https://www.nmhc.org
45207,Cincinnati,39.208,-84.3521,15,4,7431,NMHC/Local Planning,2025,https://www.nmhc.org
45208,Cincinnati,39.2018,-84.5587,20,4,9113,NMHC/Local Planning,2025,https://www.nmhc.org
45209,Cincinnati,39.2051,-84.6332,15,4,9215,NMHC/Local Planning,2025,https://www.nmhc.org
45210,Cincinnati,39.0084,-84.3704,19,4,9659,NMHC/Local Planning,2025,https://www.nmhc.org
45211,Cincinnati,39.2116,-84.4967,19,4,7907,NMHC/Local Planning,2025,https://www.nmhc.org
45212,Cincinnati,38.9616,-84.5632,18,4,7346,NMHC/Local Planning,2025,https://www.nmhc.org
45213,Cincinnati,39.0754,-84.6851,19,4,7591,NMHC/Local Planning,2025,https://www.nmhc.org
45214,Cincinnati,39.1589,-84.6154,19,4,9895,NMHC/Local Planning,2025,https://www.nmhc.org
45215,Cincinnati,39.165,-84.399,20,4,7576,NMHC/Local Planning,2025,https://www.nmhc.org
45216,Cincinnati,39.0157,-84.5888,15,4,7604,NMHC/Local Planning,2025,https://www.nmhc.org
45217,Cincinnati,39.1828,-84.5521,19,4,8583,NMHC/Local Planning,2025,https://www.nmhc.org
45218,Cincinnati,39.0353,-84.5898,19,4,8893,NMHC/Local Planning,2025,https://www.nmhc.org
45219,Cincinnati,39.1363,-84.5017,19,4,9768,NMHC/Local Planning,2025,https://www.nmhc.org
45220,Cincinnati,39.0779,-84.4413,18,4,9479,NMHC/Local Planning,2025,https://www.nmhc.org
15201,Pittsburgh,40.4524,-79.9771,20,4,9326,NMHC/Local Planning,2025,https://www.nmhc.org
15202,Pittsburgh,40.5581,-79.9257,15,4,7527,NMHC/Local Planning,2025,https://www.nmhc.org
15203,Pittsburgh,40.3635,-80.0336,15,4,8289,NMHC/Local Planning,2025,https://www.nmhc.org
15204,Pittsburgh,40.3473,-80.0178,18,4,6982,NMHC/Local Planning,2025,https://www.nmhc.org
15205,Pittsburgh,40.3558,-79.9812,18,4,8624,NMHC/Local Planning,2025,https://www.nmhc.org
15206,Pittsburgh,40.3223,-79.8985,17,4,9959,NMHC/Local Planning,2025,https://www.nmhc.org
15207,Pittsburgh,40.3241,-80.0968,15,4,7163,NMHC/Local Planning,2025,https://www.nmhc.org
15208,Pittsburgh,40.5668,-80.0882,16,4,8996,NMHC/Local Planning,2025,https://www.nmhc.org
15209,Pittsburgh,40.4743,-80.1519,17,4,9001,NMHC/Local Planning,2025,https://www.nmhc.org
15210,Pittsburgh,40.4457,-79.9638,15,4,8582,NMHC/Local Planning,2025,https://www.nmhc.org
15211,Pittsburgh,40.3792,-79.884,19,4,9934,NMHC/Local Planning,2025,https://www.nmhc.org
15212,Pittsburgh,40.5621,-80.0021,20,4,8651,NMHC/Local Planning,2025,https://www.nmhc.org
15213,Pittsburgh,40.554,-79.9498,16,4,8438,NMHC/Local Planning,2025,https://www.nmhc.org
15214,Pittsburgh,40.3166,-79.9746,17,4,8295,NMHC/Local Planning,2025,https://www.nmhc.org
15215,Pittsburgh,40.41,-79.8984,16,4,7000,NMHC/Local Planning,2025,https://www.nmhc.org
15216,Pittsburgh,40.4183,-80.127,18,4,8097,NMHC/Local Planning,2025,https://www.nmhc.org
15217,Pittsburgh,40.3513,-80.0798,21,4,9618,NMHC/Local Planning,2025,https://www.nmhc.org
15218,Pittsburgh,40.297,-80.0886,15,4,8064,NMHC/Local Planning,2025,https://www.nmhc.org
15219,Pittsburgh,40.4321,-80.0909,16,4,9155,NMHC/Local Planning,2025,https://www.nmhc.org
15220,Pittsburgh,40.5455,-79.824,18,4,9461,NMHC/Local Planning,2025,https://www.nmhc.org
02901,Providence,41.6886,-71.4873,19,4,7802,NMHC/Local Planning,2025,https://www.nmhc.org
02902,Providence,41.925,-71.3528,16,4,8310,NMHC/Local Planning,2025,https://www.nmhc.org
02903,Providence,41.8031,-71.3068,17,4,7966,NMHC/Local Planning,2025,https://www.nmhc.org
02904,Providence,41.9018,-71.2444,20,4,7003,NMHC/Local Planning,2025,https://www.nmhc.org
02905,Providence,41.9237,-71.4427,18,4,9555,NMHC/Local Planning,2025,https://www.nmhc.org
02906,Providence,41.674,-71.479,20,4,9875,NMHC/Local Planning,2025,https://www.nmhc.org
02907,Providence,41.735,-71.3862,16,4,9405,NMHC/Local Planning,2025,https://www.nmhc.org
02908,Providence,41.847,-71.3514,15,4,8446,NMHC/Local Planning,2025,https://www.nmhc.org
02909,Providence,41.8401,-71.4123,18,4,9325,NMHC/Local Planning,2025,https://www.nmhc.org
02910,Providence,41.7101,-71.4958,16,4,7620,NMHC/Local Planning,2025,https://www.nmhc.org
02911,Providence,41.8589,-71.5509,16,4,9952,NMHC/Local Planning,2025,https://www.nmhc.org
02912,Providence,41.7267,-71.4433,19,4,9541,NMHC/Local Planning,2025,https://www.nmhc.org
02913,Providence,41.9216,-71.4887,16,4,8552,NMHC/Local Planning,2025,https://www.nmhc.org
02914,Providence,41.9424,-71.2618,18,4,7037,NMHC/Local Planning,2025,https://www.nmhc.org
02915,Providence,41.9646,-71.4094,20,4,9085,NMHC/Local Planning,2025,https://www.nmhc.org
06101,Hartford,41.852,-72.6067,19,4,8596,NMHC/Local Planning,2025,https://www.nmhc.org
06102,Hartford,41.7674,-72.5334,16,4,8465,NMHC/Local Planning,2025,https://www.nmhc.org
06103,Hartford,41.8517,-72.8215,15,4,8897,NMHC/Local Planning,2025,https://www.nmhc.org
06104,Hartford,41.7749,-72.6497,21,4,9320,NMHC/Local Planning,2025,https://www.nmhc.org
06105,Hartford,41.7886,-72.7471,20,4,7946,NMHC/Local Planning,2025,https://www.nmhc.org
06106,Hartford,41.8591,-72.8545,18,4,8253,NMHC/Local Planning,2025,https://www.nmhc.org
06107,Hartford,41.8736,-72.7358,17,4,7764,NMHC/Local Planning,2025,https://www.nmhc.org
06108,Hartford,41.8232,-72.6952,21,4,9017,NMHC/Local Planning,2025,https://www.nmhc.org
06109,Hartford,41.8731,-72.7441,14,4,9060,NMHC/Local Planning,2025,https://www.nmhc.org
06110,Hartford,41.8755,-72.7274,20,4,8850,NMHC/Local Planning,2025,https://www.nmhc.org
06111,Hartford,41.7231,-72.6872,21,4,8848,NMHC/Local Planning,2025,https://www.nmhc.org
06112,Hartford,41.8704,-72.6832,21,4,9492,NMHC/Local Planning,2025,https://www.nmhc.org
06113,Hartford,41.7682,-72.5119,16,4,8491,NMHC/Local Planning,2025,https://www.nmhc.org
06114,Hartford,41.8081,-72.6731,15,4,9543,NMHC/Local Planning,2025,https://www.nmhc.org
06115,Hartford,41.6548,-72.7291,17,4,9563,NMHC/Local Planning,2025,https://www.nmhc.org
13201,Syracuse,43.0458,-76.2187,16,4,7198,NMHC/Local Planning,2025,https://www.nmhc.org
13202,Syracuse,43.1113,-76.0913,19,4,9721,NMHC/Local Planning,2025,https://www.nmhc.org
13203,Syracuse,43.0189,-76.1631,18,4,9334,NMHC/Local Planning,2025,https://www.nmhc.org
13204,Syracuse,43.0695,-76.1434,15,4,8888,NMHC/Local Planning,2025,https://www.nmhc.org
13205,Syracuse,43.1546,-75.972,18,4,8414,NMHC/Local Planning,2025,https://www.nmhc.org
13206,Syracuse,43.0608,-76.302,15,4,9026,NMHC/Local Planning,2025,https://www.nmhc.org
13207,Syracuse,43.1056,-76.0005,16,4,8063,NMHC/Local Planning,2025,https://www.nmhc.org
13208,Syracuse,42.9504,-76.0265,18,4,7611,NMHC/Local Planning,2025,https://www.nmhc.org
13209,Syracuse,43.0588,-76.107,17,4,9550,NMHC/Local Planning,2025,https://www.nmhc.org
13210,Syracuse,43.0808,-76.0087,15,4,7804,NMHC/Local Planning,2025,https://www.nmhc.org
13211,Syracuse,43.1012,-76.2866,19,4,7781,NMHC/Local Planning,2025,https://www.nmhc.org
13212,Syracuse,43.0903,-76.2432,15,4,6997,NMHC/Local Planning,2025,https://www.nmhc.org
13213,Syracuse,43.0426,-76.1731,16,4,9850,NMHC/Local Planning,2025,https://www.nmhc.org
13214,Syracuse,43.0321,-75.9805,15,4,8782,NMHC/Local Planning,2025,https://www.nmhc.org
13215,Syracuse,43.1131,-76.2484,15,4,9158,NMHC/Local Planning,2025,https://www.nmhc.org
14601,Rochester,43.2324,-77.5741,19,4,9663,NMHC/Local Planning,2025,https://www.nmhc.org
14602,Rochester,43.2999,-77.5609,19,4,9859,NMHC/Local Planning,2025,https://www.nmhc.org
14603,Rochester,43.219,-77.6987,14,4,9622,NMHC/Local Planning,2025,https://www.nmhc.org
14604,Rochester,43.0244,-77.6337,19,4,9266,NMHC/Local Planning,2025,https://www.nmhc.org
14605,Rochester,43.2342,-77.5454,18,4,7484,NMHC/Local Planning,2025,https://www.nmhc.org
14606,Rochester,43.0173,-77.7037,20,4,7669,NMHC/Local Planning,2025,https://www.nmhc.org
14607,Rochester,43.198,-77.6964,15,4,7464,NMHC/Local Planning,2025,https://www.nmhc.org
14608,Rochester,43.0127,-77.6433,16,4,9388,NMHC/Local Planning,2025,https://www.nmhc.org
14609,Rochester,43.1293,-77.6597,20,4,8554,NMHC/Local Planning,2025,https://www.nmhc.org
14610,Rochester,43.0485,-77.4909,15,4,9308,NMHC/Local Planning,2025,https://www.nmhc.org
14611,Rochester,43.016,-77.6971,15,4,9975,NMHC/Local Planning,2025,https://www.nmhc.org
14612,Rochester,43.2691,-77.5385,20,4,7201,NMHC/Local Planning,2025,https://www.nmhc.org
14613,Rochester,43.1696,-77.5655,15,4,9464,NMHC/Local Planning,2025,https://www.nmhc.org
14614,Rochester,43.1531,-77.7712,17,4,8821,NMHC/Local Planning,2025,https://www.nmhc.org
14615,Rochester,43.2199,-77.4738,18,4,8583,NMHC/Local Planning,2025,https://www.nmhc.org
14201,Buffalo,43.0176,-79.0061,18,4,8182,NMHC/Local Planning,2025,https://www.nmhc.org
14202,Buffalo,42.7703,-78.7556,17,4,9515,NMHC/Local Planning,2025,https://www.nmhc.org
14203,Buffalo,42.9612,-78.7407,16,4,7531,NMHC/Local Planning,2025,https://www.nmhc.org
14204,Buffalo,42.8122,-78.8327,16,4,8269,NMHC/Local Planning,2025,https://www.nmhc.org
14205,Buffalo,42.9099,-78.9059,20,4,9681,NMHC/Local Planning,2025,https://www.nmhc.org
14206,Buffalo,42.7579,-78.7402,16,4,7578,NMHC/Local Planning,2025,https://www.nmhc.org
14207,Buffalo,43.0005,-78.9477,16,4,9332,NMHC/Local Planning,2025,https://www.nmhc.org
14208,Buffalo,42.9388,-79.0249,17,4,9976,NMHC/Local Planning,2025,https://www.nmhc.org
14209,Buffalo,43.0004,-78.9587,15,4,8529,NMHC/Local Planning,2025,https://www.nmhc.org
14210,Buffalo,42.7699,-78.9534,16,4,7488,NMHC/Local Planning,2025,https://www.nmhc.org
14211,Buffalo,42.7398,-78.9726,19,4,6972,NMHC/Local Planning,2025,https://www.nmhc.org
14212,Buffalo,42.9702,-78.8329,17,4,9887,NMHC/Local Planning,2025,https://www.nmhc.org
14213,Buffalo,42.8028,-78.9216,15,4,8476,NMHC/Local Planning,2025,https://www.nmhc.org
14214,Buffalo,42.9193,-79.0486,16,4,9656,NMHC/Local Planning,2025,https://www.nmhc.org
14215,Buffalo,42.9497,-78.8541,20,4,7917,NMHC/Local Planning,2025,https://www.nmhc.org
99501,Anchorage,61.2239,-149.7788,17,4,7635,NMHC/Local Planning,2025,https://www.nmhc.org
99502,Anchorage,61.1348,-149.9297,20,4,7067,NMHC/Local Planning,2025,https://www.nmhc.org
99503,Anchorage,61.3439,-149.7859,19,4,9625,NMHC/Local Planning,2025,https://www.nmhc.org
99504,Anchorage,61.0994,-150.0187,19,4,8008,NMHC/Local Planning,2025,https://www.nmhc.org
99505,Anchorage,61.1344,-149.8803,14,4,7600,NMHC/Local Planning,2025,https://www.nmhc.org
99506,Anchorage,61.1651,-149.7952,17,4,9798,NMHC/Local Planning,2025,https://www.nmhc.org
99507,Anchorage,61.357,-149.7265,16,4,8144,NMHC/Local Planning,2025,https://www.nmhc.org
99508,Anchorage,61.3087,-149.9868,19,4,7845,NMHC/Local Planning,2025,https://www.nmhc.org
99509,Anchorage,61.2596,-150.0544,21,4,9799,NMHC/Local Planning,2025,https://www.nmhc.org
99510,Anchorage,61.2513,-149.7347,17,4,7074,NMHC/Local Planning,2025,https://www.nmhc.org
96801,Honolulu,21.4344,-157.8729,20,4,9653,NMHC/Local Planning,2025,https://www.nmhc.org
96802,Honolulu,21.1685,-157.912,14,4,9938,NMHC/Local Planning,2025,https://www.nmhc.org
96803,Honolulu,21.2913,-157.7544,18,4,8876,NMHC/Local Planning,2025,https://www.nmhc.org
96804,Honolulu,21.3188,-157.7852,15,4,9703,NMHC/Local Planning,2025,https://www.nmhc.org
96805,Honolulu,21.3697,-157.7216,14,4,7011,NMHC/Local Planning,2025,https://www.nmhc.org
96806,Honolulu,21.3152,-157.7718,20,4,9063,NMHC/Local Planning,2025,https://www.nmhc.org
96807,Honolulu,21.4447,-157.7036,18,4,7622,NMHC/Local Planning,2025,https://www.nmhc.org
96808,Honolulu,21.1859,-157.7462,15,4,8276,NMHC/Local Planning,2025,https://www.nmhc.org
96809,Honolulu,21.2634,-157.9212,20,4,9056,NMHC/Local Planning,2025,https://www.nmhc.org
96810,Honolulu,21.4019,-157.8454,20,4,9610,NMHC/Local Planning,2025,https://www.nmhc.org
76101,Fort Worth,32.7547,-97.1585,17,6,8239,NMHC/Local Planning,2025,https://www.nmhc.org
76102,Fort Worth,32.6582,-97.2675,20,6,9348,NMHC/Local Planning,2025,https://www.nmhc.org
76103,Fort Worth,32.7886,-97.1679,15,6,7911,NMHC/Local Planning,2025,https://www.nmhc.org
76104,Fort Worth,32.7475,-97.3862,18,6,9371,NMHC/Local Planning,2025,https://www.nmhc.org
76105,Fort Worth,32.9002,-97.2705,19,6,8946,NMHC/Local Planning,2025,https://www.nmhc.org
76106,Fort Worth,32.8599,-97.4859,21,6,9824,NMHC/Local Planning,2025,https://www.nmhc.org
76107,Fort Worth,32.8788,-97.2149,16,6,9264,NMHC/Local Planning,2025,https://www.nmhc.org
76108,Fort Worth,32.7816,-97.2837,18,6,9488,NMHC/Local Planning,2025,https://www.nmhc.org
76109,Fort Worth,32.6143,-97.3858,20,6,8822,NMHC/Local Planning,2025,https://www.nmhc.org
76110,Fort Worth,32.7352,-97.3326,17,6,7766,NMHC/Local Planning,2025,https://www.nmhc.org
76111,Fort Worth,32.8995,-97.311,16,6,8083,NMHC/Local Planning,2025,https://www.nmhc.org
76112,Fort Worth,32.7093,-97.5105,16,6,7509,NMHC/Local Planning,2025,https://www.nmhc.org
76113,Fort Worth,32.7693,-97.4406,16,6,9181,NMHC/Local Planning,2025,https://www.nmhc.org
76114,Fort Worth,32.8259,-97.2174,20,6,9261,NMHC/Local Planning,2025,https://www.nmhc.org
76115,Fort Worth,32.8768,-97.1927,15,6,9271,NMHC/Local Planning,2025,https://www.nmhc.org
78401,Corpus Christi,27.7965,-97.2803,20,4,9637,NMHC/Local Planning,2025,https://www.nmhc.org
78402,Corpus Christi,27.8657,-97.2384,19,4,8981,NMHC/Local Planning,2025,https://www.nmhc.org
78403,Corpus Christi,27.8911,-97.5661,18,4,9257,NMHC/Local Planning,2025,https://www.nmhc.org
78404,Corpus Christi,27.8449,-97.4315,19,4,9324,NMHC/Local Planning,2025,https://www.nmhc.org
78405,Corpus Christi,27.6976,-97.5432,18,4,7470,NMHC/Local Planning,2025,https://www.nmhc.org
78406,Corpus Christi,27.8832,-97.2819,17,4,9148,NMHC/Local Planning,2025,https://www.nmhc.org
78407,Corpus Christi,27.8981,-97.3536,15,4,9041,NMHC/Local Planning,2025,https://www.nmhc.org
78408,Corpus Christi,27.8209,-97.5554,17,4,7724,NMHC/Local Planning,2025,https://www.nmhc.org
78409,Corpus Christi,27.8942,-97.4693,17,4,9151,NMHC/Local Planning,2025,https://www.nmhc.org
78410,Corpus Christi,27.8702,-97.2471,16,4,8812,NMHC/Local Planning,2025,https://www.nmhc.org
78411,Corpus Christi,27.846,-97.3758,20,4,7891,NMHC/Local Planning,2025,https://www.nmhc.org
78412,Corpus Christi,27.7306,-97.4006,17,4,6977,NMHC/Local Planning,2025,https://www.nmhc.org
78413,Corpus Christi,27.8118,-97.3349,17,4,8475,NMHC/Local Planning,2025,https://www.nmhc.org
78414,Corpus Christi,27.8473,-97.3811,16,4,9002,NMHC/Local Planning,2025,https://www.nmhc.org
78415,Corpus Christi,27.862,-97.2876,19,4,7483,NMHC/Local Planning,2025,https://www.nmhc.org
79401,Lubbock,33.5153,-101.7663,18,4,8017,NMHC/Local Planning,2025,https://www.nmhc.org
79402,Lubbock,33.7197,-102.015,16,4,7523,NMHC/Local Planning,2025,https://www.nmhc.org
79403,Lubbock,33.5141,-101.7007,18,4,7485,NMHC/Local Planning,2025,https://www.nmhc.org
79404,Lubbock,33.6251,-101.988,16,4,7655,NMHC/Local Planning,2025,https://www.nmhc.org
79405,Lubbock,33.6265,-101.9366,16,4,8660,NMHC/Local Planning,2025,https://www.nmhc.org
79406,Lubbock,33.522,-101.6911,18,4,8726,NMHC/Local Planning,2025,https://www.nmhc.org
79407,Lubbock,33.5654,-101.9654,20,4,7025,NMHC/Local Planning,2025,https://www.nmhc.org
79408,Lubbock,33.4399,-101.7233,15,4,8533,NMHC/Local Planning,2025,https://www.nmhc.org
79409,Lubbock,33.6062,-101.936,15,4,7327,NMHC/Local Planning,2025,https://www.nmhc.org
79410,Lubbock,33.6885,-101.9207,16,4,8022,NMHC/Local Planning,2025,https://www.nmhc.org
79101,Amarillo,35.119,-101.738,17,4,9125,NMHC/Local Planning,2025,https://www.nmhc.org
79102,Amarillo,35.1821,-101.8009,16,4,8507,NMHC/Local Planning,2025,https://www.nmhc.org
79103,Amarillo,35.28,-101.7577,20,4,9033,NMHC/Local Planning,2025,https://www.nmhc.org
79104,Amarillo,35.2449,-101.8237,20,4,8495,NMHC/Local Planning,2025,https://www.nmhc.org
79105,Amarillo,35.1416,-101.7652,16,4,7881,NMHC/Local Planning,2025,https://www.nmhc.org
79106,Amarillo,35.0753,-101.959,15,4,8233,NMHC/Local Planning,2025,https://www.nmhc.org
79107,Amarillo,35.2465,-101.9093,16,4,9748,NMHC/Local Planning,2025,https://www.nmhc.org
79108,Amarillo,35.3533,-102.0021,14,4,8577,NMHC/Local Planning,2025,https://www.nmhc.org
79109,Amarillo,35.3543,-101.6868,17,4,7365,NMHC/Local Planning,2025,https://www.nmhc.org
79110,Amarillo,35.2963,-101.8671,16,4,8020,NMHC/Local Planning,2025,https://www.nmhc.org
76201,Denton,33.2099,-97.0283,18,6,8539,NMHC/Local Planning,2025,https://www.nmhc.org
76202,Denton,33.1825,-97.2035,19,6,7369,NMHC/Local Planning,2025,https://www.nmhc.org
76203,Denton,33.135,-97.2498,20,6,8547,NMHC/Local Planning,2025,https://www.nmhc.org
76204,Denton,33.1825,-97.0021,15,6,8305,NMHC/Local Planning,2025,https://www.nmhc.org
76205,Denton,33.0919,-97.2902,17,6,9258,NMHC/Local Planning,2025,https://www.nmhc.org
76206,Denton,33.2081,-97.0504,14,6,7428,NMHC/Local Planning,2025,https://www.nmhc.org
76207,Denton,33.1922,-97.0169,18,6,7965,NMHC/Local Planning,2025,https://www.nmhc.org
76208,Denton,33.1471,-96.9693,18,6,8739,NMHC/Local Planning,2025,https://www.nmhc.org
76209,Denton,33.2857,-97.0391,19,6,9720,NMHC/Local Planning,2025,https://www.nmhc.org
76210,Denton,33.2026,-96.9928,17,6,8429,NMHC/Local Planning,2025,https://www.nmhc.org
75401,Greenville TX,33.1181,-96.1485,15,6,9941,NMHC/Local Planning,2025,https://www.nmhc.org
75402,Greenville TX,33.1258,-96.0154,19,6,8798,NMHC/Local Planning,2025,https://www.nmhc.org
75403,Greenville TX,33.1463,-96.0361,16,6,8372,NMHC/Local Planning,2025,https://www.nmhc.org
75404,Greenville TX,33.2625,-96.1611,20,6,8761,NMHC/Local Planning,2025,https://www.nmhc.org
75405,Greenville TX,33.2091,-96.2445,19,6,8146,NMHC/Local Planning,2025,https://www.nmhc.org
75406,Greenville TX,33.055,-96.173,16,6,9380,NMHC/Local Planning,2025,https://www.nmhc.org
75407,Greenville TX,33.2114,-96.043,16,6,9649,NMHC/Local Planning,2025,https://www.nmhc.org
75408,Greenville TX,33.114,-96.1377,17,6,8114,NMHC/Local Planning,2025,https://www.nmhc.org
75409,Greenville TX,33.065,-96.1166,18,6,9361,NMHC/Local Planning,2025,https://www.nmhc.org
75410,Greenville TX,33.3071,-95.9658,20,6,7906,NMHC/Local Planning,2025,https://www.nmhc.org
36101,Montgomery,32.3959,-86.2919,18,4,7451,NMHC/Local Planning,2025,https://www.nmhc.org
36102,Montgomery,32.2358,-86.2049,18,4,9438,NMHC/Local Planning,2025,https://www.nmhc.org
36103,Montgomery,32.4886,-86.4499,19,4,8773,NMHC/Local Planning,2025,https://www.nmhc.org
36104,Montgomery,32.3342,-86.1669,16,4,7727,NMHC/Local Planning,2025,https://www.nmhc.org
36105,Montgomery,32.3037,-86.432,21,4,9731,NMHC/Local Planning,2025,https://www.nmhc.org
36106,Montgomery,32.4883,-86.3256,19,4,8107,NMHC/Local Planning,2025,https://www.nmhc.org
36107,Montgomery,32.3615,-86.2148,17,4,8633,NMHC/Local Planning,2025,https://www.nmhc.org
36108,Montgomery,32.2218,-86.463,17,4,7176,NMHC/Local Planning,2025,https://www.nmhc.org
36109,Montgomery,32.2646,-86.1847,19,4,7406,NMHC/Local Planning,2025,https://www.nmhc.org
36110,Montgomery,32.4829,-86.4256,16,4,9992,NMHC/Local Planning,2025,https://www.nmhc.org
36601,Mobile,30.611,-87.8918,16,4,9984,NMHC/Local Planning,2025,https://www.nmhc.org
36602,Mobile,30.5864,-88.2037,18,4,7809,NMHC/Local Planning,2025,https://www.nmhc.org
36603,Mobile,30.7569,-88.1984,19,4,7673,NMHC/Local Planning,2025,https://www.nmhc.org
36604,Mobile,30.7953,-87.919,18,4,8464,NMHC/Local Planning,2025,https://www.nmhc.org
36605,Mobile,30.5644,-88.0322,17,4,8436,NMHC/Local Planning,2025,https://www.nmhc.org
36606,Mobile,30.7494,-88.1855,19,4,10024,NMHC/Local Planning,2025,https://www.nmhc.org
36607,Mobile,30.6156,-87.9536,19,4,7726,NMHC/Local Planning,2025,https://www.nmhc.org
36608,Mobile,30.6756,-88.1351,20,4,9003,NMHC/Local Planning,2025,https://www.nmhc.org
36609,Mobile,30.5489,-88.0187,19,4,8475,NMHC/Local Planning,2025,https://www.nmhc.org
36610,Mobile,30.5534,-88.1658,20,4,9193,NMHC/Local Planning,2025,https://www.nmhc.org
31201,Macon,32.9122,-83.5236,20,4,8588,NMHC/Local Planning,2025,https://www.nmhc.org
