zip_code,metro,lat,lng,units_under_construction,units_delivering_12mo,pct_affordable,data_source,as_of_date,source_url
48208,Detroit,42.302,-83.0174,320,222,11.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48209,Detroit,42.4095,-83.1609,330,174,13.96,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48210,Detroit,42.3559,-83.1481,331,175,12.32,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48211,Detroit,42.3471,-82.9015,320,231,11.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48212,Detroit,42.4259,-82.9867,319,219,12.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48213,Detroit,42.2223,-82.9804,320,183,10.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48214,Detroit,42.3393,-83.1273,302,183,14.24,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48215,Detroit,42.3572,-83.1742,304,214,12.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48216,Detroit,42.1875,-83.005,251,233,10.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48217,Detroit,42.2142,-83.1564,293,197,11.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48218,Detroit,42.235,-82.9388,350,222,12.56,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48219,Detroit,42.2016,-82.9326,309,231,14.13,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48220,Detroit,42.216,-82.8858,353,211,10.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48221,Detroit,42.2089,-82.8904,338,236,14.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48222,Detroit,42.3252,-83.0244,332,225,11.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48223,Detroit,42.2834,-83.1586,351,190,10.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48224,Detroit,42.2125,-83.1802,352,186,10.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
48225,Detroit,42.2286,-83.0667,335,179,12.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44101,Cleveland,41.4554,-81.6311,203,158,11.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44102,Cleveland,41.351,-81.8176,209,149,12.9,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44103,Cleveland,41.5309,-81.673,213,156,11.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44104,Cleveland,41.5694,-81.8496,252,144,13.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44105,Cleveland,41.4309,-81.6931,197,173,13.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44106,Cleveland,41.4878,-81.5888,207,134,13.79,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44107,Cleveland,41.4322,-81.6131,220,160,12.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44108,Cleveland,41.3693,-81.8196,255,148,11.22,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44109,Cleveland,41.4538,-81.8648,248,186,11.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44110,Cleveland,41.4196,-81.5907,199,175,13.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44111,Cleveland,41.4227,-81.7312,250,175,10.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44112,Cleveland,41.519,-81.8288,216,137,13.09,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44113,Cleveland,41.6069,-81.5239,246,150,10.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44114,Cleveland,41.6238,-81.8331,196,141,14.71,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44115,Cleveland,41.3969,-81.6232,231,145,11.19,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44116,Cleveland,41.64,-81.7835,246,144,12.34,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44117,Cleveland,41.3571,-81.6929,254,151,13.86,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44118,Cleveland,41.4846,-81.7242,200,152,10.71,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44119,Cleveland,41.4413,-81.7524,209,156,13.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
44120,Cleveland,41.3535,-81.5433,258,138,10.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45201,Cincinnati,39.0155,-84.3903,284,227,12.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45202,Cincinnati,39.1867,-84.3378,290,218,10.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45203,Cincinnati,39.0536,-84.6602,320,240,11.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45204,Cincinnati,39.1058,-84.4079,349,236,13.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45205,Cincinnati,39.1155,-84.5335,301,201,13.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45206,Cincinnati,38.9712,-84.6044,297,198,11.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45207,Cincinnati,39.208,-84.3521,296,222,10.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45208,Cincinnati,39.2018,-84.5587,278,205,10.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45209,Cincinnati,39.2051,-84.6332,353,205,12.51,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45210,Cincinnati,39.0084,-84.3704,335,200,13.74,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45211,Cincinnati,39.2116,-84.4967,281,179,13.8,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45212,Cincinnati,38.9616,-84.5632,320,207,11.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45213,Cincinnati,39.0754,-84.6851,286,219,11.16,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45214,Cincinnati,39.1589,-84.6154,264,194,11.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45215,Cincinnati,39.165,-84.399,325,202,10.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45216,Cincinnati,39.0157,-84.5888,307,230,11.77,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45217,Cincinnati,39.1828,-84.5521,342,210,11.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45218,Cincinnati,39.0353,-84.5898,291,173,11.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45219,Cincinnati,39.1363,-84.5017,340,198,13.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
45220,Cincinnati,39.0779,-84.4413,342,206,11.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15201,Pittsburgh,40.4524,-79.9771,340,240,12.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15202,Pittsburgh,40.5581,-79.9257,287,189,14.05,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15203,Pittsburgh,40.3635,-80.0336,301,189,11.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15204,Pittsburgh,40.3473,-80.0178,251,222,14.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15205,Pittsburgh,40.3558,-79.9812,252,240,11.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15206,Pittsburgh,40.3223,-79.8985,252,190,10.32,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15207,Pittsburgh,40.3241,-80.0968,281,187,14.22,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15208,Pittsburgh,40.5668,-80.0882,283,184,12.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15209,Pittsburgh,40.4743,-80.1519,343,237,10.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15210,Pittsburgh,40.4457,-79.9638,331,179,14.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15211,Pittsburgh,40.3792,-79.884,250,181,10.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15212,Pittsburgh,40.5621,-80.0021,259,230,12.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15213,Pittsburgh,40.554,-79.9498,347,212,12.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15214,Pittsburgh,40.3166,-79.9746,311,202,12.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15215,Pittsburgh,40.41,-79.8984,291,226,14.73,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15216,Pittsburgh,40.4183,-80.127,314,209,14.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15217,Pittsburgh,40.3513,-80.0798,286,228,14.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15218,Pittsburgh,40.297,-80.0886,247,239,10.54,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15219,Pittsburgh,40.4321,-80.0909,352,211,12.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
15220,Pittsburgh,40.5455,-79.824,286,240,10.54,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02901,Providence,41.6886,-71.4873,239,169,13.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02902,Providence,41.925,-71.3528,264,166,13.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02903,Providence,41.8031,-71.3068,221,138,11.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02904,Providence,41.9018,-71.2444,216,134,14.33,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02905,Providence,41.9237,-71.4427,236,136,11.55,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02906,Providence,41.674,-71.479,256,172,10.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02907,Providence,41.735,-71.3862,260,133,12.34,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02908,Providence,41.847,-71.3514,264,140,11.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02909,Providence,41.8401,-71.4123,196,187,13.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02910,Providence,41.7101,-71.4958,198,180,14.09,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02911,Providence,41.8589,-71.5509,238,142,12.86,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02912,Providence,41.7267,-71.4433,242,185,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02913,Providence,41.9216,-71.4887,259,130,11.85,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02914,Providence,41.9424,-71.2618,238,152,13.22,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
02915,Providence,41.9646,-71.4094,236,179,14.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06101,Hartford,41.852,-72.6067,200,106,10.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06102,Hartford,41.7674,-72.5334,164,114,10.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06103,Hartford,41.8517,-72.8215,218,137,11.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06104,Hartford,41.7749,-72.6497,197,135,11.89,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06105,Hartford,41.7886,-72.7471,208,139,11.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06106,Hartford,41.8591,-72.8545,201,127,10.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06107,Hartford,41.8736,-72.7358,152,116,12.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06108,Hartford,41.8232,-72.6952,152,132,14.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06109,Hartford,41.8731,-72.7441,204,143,12.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06110,Hartford,41.8755,-72.7274,182,120,14.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06111,Hartford,41.7231,-72.6872,213,118,11.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06112,Hartford,41.8704,-72.6832,199,120,10.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06113,Hartford,41.7682,-72.5119,182,138,12.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06114,Hartford,41.8081,-72.6731,214,111,13.3,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
06115,Hartford,41.6548,-72.7291,195,104,12.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13201,Syracuse,43.0458,-76.2187,136,98,12.46,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13202,Syracuse,43.1113,-76.0913,168,114,13.89,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13203,Syracuse,43.0189,-76.1631,172,117,14.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13204,Syracuse,43.0695,-76.1434,151,101,12.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13205,Syracuse,43.1546,-75.972,147,89,10.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13206,Syracuse,43.0608,-76.302,134,114,14.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13207,Syracuse,43.1056,-76.0005,134,99,10.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13208,Syracuse,42.9504,-76.0265,137,115,12.71,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13209,Syracuse,43.0588,-76.107,156,113,12.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13210,Syracuse,43.0808,-76.0087,122,109,11.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13211,Syracuse,43.1012,-76.2866,157,94,12.09,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13212,Syracuse,43.0903,-76.2432,131,110,11.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13213,Syracuse,43.0426,-76.1731,164,91,11.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13214,Syracuse,43.0321,-75.9805,126,100,14.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
13215,Syracuse,43.1131,-76.2484,151,93,12.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14601,Rochester,43.2324,-77.5741,134,100,12.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14602,Rochester,43.2999,-77.5609,167,90,14.08,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14603,Rochester,43.219,-77.6987,122,89,12.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14604,Rochester,43.0244,-77.6337,128,82,14.34,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14605,Rochester,43.2342,-77.5454,171,101,13.77,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14606,Rochester,43.0173,-77.7037,158,89,11.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14607,Rochester,43.198,-77.6964,168,103,12.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14608,Rochester,43.0127,-77.6433,161,83,11.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14609,Rochester,43.1293,-77.6597,121,105,13.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14610,Rochester,43.0485,-77.4909,132,102,13.22,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14611,Rochester,43.016,-77.6971,162,94,14.3,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14612,Rochester,43.2691,-77.5385,141,84,10.66,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14613,Rochester,43.1696,-77.5655,136,86,13.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14614,Rochester,43.1531,-77.7712,165,116,12.16,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14615,Rochester,43.2199,-77.4738,171,85,10.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14201,Buffalo,43.0176,-79.0061,165,132,10.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14202,Buffalo,42.7703,-78.7556,178,115,10.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14203,Buffalo,42.9612,-78.7407,187,127,10.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14204,Buffalo,42.8122,-78.8327,186,94,11.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14205,Buffalo,42.9099,-78.9059,137,128,10.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14206,Buffalo,42.7579,-78.7402,171,121,12.5,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14207,Buffalo,43.0005,-78.9477,161,104,14.15,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14208,Buffalo,42.9388,-79.0249,137,115,13.81,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14209,Buffalo,43.0004,-78.9587,148,107,14.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14210,Buffalo,42.7699,-78.9534,189,121,13.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14211,Buffalo,42.7398,-78.9726,155,117,13.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14212,Buffalo,42.9702,-78.8329,137,131,13.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14213,Buffalo,42.8028,-78.9216,165,107,14.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14214,Buffalo,42.9193,-79.0486,149,125,14.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
14215,Buffalo,42.9497,-78.8541,148,110,12.54,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99501,Anchorage,61.2239,-149.7788,129,86,11.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99502,Anchorage,61.1348,-149.9297,126,112,11.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99503,Anchorage,61.3439,-149.7859,123,117,12.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99504,Anchorage,61.0994,-150.0187,153,99,12.24,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99505,Anchorage,61.1344,-149.8803,170,89,13.55,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99506,Anchorage,61.1651,-149.7952,135,94,14.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99507,Anchorage,61.357,-149.7265,141,102,14.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99508,Anchorage,61.3087,-149.9868,145,94,11.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99509,Anchorage,61.2596,-150.0544,155,96,12.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
99510,Anchorage,61.2513,-149.7347,171,82,12.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96801,Honolulu,21.4344,-157.8729,212,144,12.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96802,Honolulu,21.1685,-157.912,229,164,13.8,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96803,Honolulu,21.2913,-157.7544,204,168,14.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96804,Honolulu,21.3188,-157.7852,240,168,12.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96805,Honolulu,21.3697,-157.7216,271,146,13.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96806,Honolulu,21.3152,-157.7718,263,133,14.3,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96807,Honolulu,21.4447,-157.7036,208,153,13.08,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96808,Honolulu,21.1859,-157.7462,229,155,10.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96809,Honolulu,21.2634,-157.9212,196,177,13.32,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
96810,Honolulu,21.4019,-157.8454,235,152,14.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76101,Fort Worth,32.7547,-97.1585,498,323,14.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76102,Fort Worth,32.6582,-97.2675,460,359,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76103,Fort Worth,32.7886,-97.1679,569,389,10.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76104,Fort Worth,32.7475,-97.3862,450,291,14.03,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76105,Fort Worth,32.9002,-97.2705,610,381,14.11,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76106,Fort Worth,32.8599,-97.4859,467,311,11.12,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76107,Fort Worth,32.8788,-97.2149,500,381,13.62,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76108,Fort Worth,32.7816,-97.2837,507,353,10.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76109,Fort Worth,32.6143,-97.3858,581,370,13.15,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76110,Fort Worth,32.7352,-97.3326,430,294,13.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76111,Fort Worth,32.8995,-97.311,586,358,11.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76112,Fort Worth,32.7093,-97.5105,605,330,13.18,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76113,Fort Worth,32.7693,-97.4406,589,407,14.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76114,Fort Worth,32.8259,-97.2174,561,386,13.93,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76115,Fort Worth,32.8768,-97.1927,535,335,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78401,Corpus Christi,27.7965,-97.2803,140,87,10.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78402,Corpus Christi,27.8657,-97.2384,159,88,11.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78403,Corpus Christi,27.8911,-97.5661,151,89,11.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78404,Corpus Christi,27.8449,-97.4315,168,87,11.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78405,Corpus Christi,27.6976,-97.5432,141,88,12.13,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78406,Corpus Christi,27.8832,-97.2819,164,84,12.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78407,Corpus Christi,27.8981,-97.3536,134,109,12.74,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78408,Corpus Christi,27.8209,-97.5554,143,90,13.73,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78409,Corpus Christi,27.8942,-97.4693,138,101,12.75,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78410,Corpus Christi,27.8702,-97.2471,131,97,13.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78411,Corpus Christi,27.846,-97.3758,132,86,11.93,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78412,Corpus Christi,27.7306,-97.4006,127,117,14.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78413,Corpus Christi,27.8118,-97.3349,134,110,12.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78414,Corpus Christi,27.8473,-97.3811,121,104,13.18,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
78415,Corpus Christi,27.862,-97.2876,122,109,12.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79401,Lubbock,33.5153,-101.7663,123,77,11.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79402,Lubbock,33.7197,-102.015,105,72,14.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79403,Lubbock,33.5141,-101.7007,130,91,10.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79404,Lubbock,33.6251,-101.988,129,90,11.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79405,Lubbock,33.6265,-101.9366,107,73,14.11,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79406,Lubbock,33.522,-101.6911,128,68,11.11,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79407,Lubbock,33.5654,-101.9654,101,78,11.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79408,Lubbock,33.4399,-101.7233,109,66,10.7,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79409,Lubbock,33.6062,-101.936,107,71,14.53,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79410,Lubbock,33.6885,-101.9207,111,81,12.79,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79101,Amarillo,35.119,-101.738,128,94,13.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79102,Amarillo,35.1821,-101.8009,134,95,13.5,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79103,Amarillo,35.28,-101.7577,171,108,13.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79104,Amarillo,35.2449,-101.8237,123,89,14.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79105,Amarillo,35.1416,-101.7652,150,93,14.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79106,Amarillo,35.0753,-101.959,159,98,13.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79107,Amarillo,35.2465,-101.9093,163,89,10.63,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79108,Amarillo,35.3533,-102.0021,137,111,12.12,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79109,Amarillo,35.3543,-101.6868,170,88,11.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
79110,Amarillo,35.2963,-101.8671,142,94,11.66,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76201,Denton,33.2099,-97.0283,427,315,11.32,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76202,Denton,33.1825,-97.2035,566,341,10.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76203,Denton,33.135,-97.2498,426,383,11.89,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76204,Denton,33.1825,-97.0021,593,397,12.05,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76205,Denton,33.0919,-97.2902,577,300,12.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76206,Denton,33.2081,-97.0504,550,308,13.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76207,Denton,33.1922,-97.0169,477,360,12.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76208,Denton,33.1471,-96.9693,484,376,10.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76209,Denton,33.2857,-97.0391,583,354,12.13,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
76210,Denton,33.2026,-96.9928,431,416,10.95,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75401,Greenville TX,33.1181,-96.1485,594,303,11.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75402,Greenville TX,33.1258,-96.0154,512,376,13.89,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
75403,Greenville TX,33.1463,-96.0361,564,295,10.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
