zip_code,metro,lat,lng,hard_cost_per_sf,total_dev_cost_per_unit,construction_cost_yoy_chg_pct,data_source,as_of_date,source_url
13208,Syracuse,42.9504,-76.0265,176.9,143262.97,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13209,Syracuse,43.0588,-76.107,181.96,161273.53,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13210,Syracuse,43.0808,-76.0087,134.21,155502.42,4.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13211,Syracuse,43.1012,-76.2866,165.03,189402.59,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13212,Syracuse,43.0903,-76.2432,134.95,159498.26,3.47,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13213,Syracuse,43.0426,-76.1731,182.11,155045.42,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13214,Syracuse,43.0321,-75.9805,139.13,185846.18,3.68,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
13215,Syracuse,43.1131,-76.2484,148.9,176231.56,3.53,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14601,Rochester,43.2324,-77.5741,137.72,162158.24,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14602,Rochester,43.2999,-77.5609,150.13,140456.51,4.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14603,Rochester,43.219,-77.6987,133.76,188500.3,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14604,Rochester,43.0244,-77.6337,177.73,184100.2,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14605,Rochester,43.2342,-77.5454,131.79,140825.62,4.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14606,Rochester,43.0173,-77.7037,178.64,158080.38,3.43,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14607,Rochester,43.198,-77.6964,144.43,153768.15,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14608,Rochester,43.0127,-77.6433,172.82,152537.76,3.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14609,Rochester,43.1293,-77.6597,177.48,136560.27,2.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14610,Rochester,43.0485,-77.4909,129.02,189256.12,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14611,Rochester,43.016,-77.6971,130.16,157887.03,2.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14612,Rochester,43.2691,-77.5385,145.11,138030.88,4.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14613,Rochester,43.1696,-77.5655,176.71,171145.95,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14614,Rochester,43.1531,-77.7712,140.77,169716.35,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14615,Rochester,43.2199,-77.4738,182.85,150797.64,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14201,Buffalo,43.0176,-79.0061,170.84,186894.94,4.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14202,Buffalo,42.7703,-78.7556,159.74,191248.18,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14203,Buffalo,42.9612,-78.7407,143.4,150153.15,3.75,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14204,Buffalo,42.8122,-78.8327,153.96,165954.87,3.48,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14205,Buffalo,42.9099,-78.9059,130.13,173753.2,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14206,Buffalo,42.7579,-78.7402,130.65,150733.19,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14207,Buffalo,43.0005,-78.9477,131.55,153686.13,3.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14208,Buffalo,42.9388,-79.0249,137.03,156849.99,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14209,Buffalo,43.0004,-78.9587,153.83,135529.09,3.49,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14210,Buffalo,42.7699,-78.9534,153.87,163095.68,3.81,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14211,Buffalo,42.7398,-78.9726,179.97,185301.29,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14212,Buffalo,42.9702,-78.8329,150.01,138857.0,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14213,Buffalo,42.8028,-78.9216,134.98,139366.73,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14214,Buffalo,42.9193,-79.0486,153.05,147903.29,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
14215,Buffalo,42.9497,-78.8541,159.66,134550.63,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99501,Anchorage,61.2239,-149.7788,178.82,222856.79,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99502,Anchorage,61.1348,-149.9297,177.78,236640.18,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99503,Anchorage,61.3439,-149.7859,139.08,254048.21,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99504,Anchorage,61.0994,-150.0187,147.95,257087.71,3.15,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99505,Anchorage,61.1344,-149.8803,180.71,185245.03,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99506,Anchorage,61.1651,-149.7952,142.31,259875.27,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99507,Anchorage,61.357,-149.7265,150.85,218882.68,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99508,Anchorage,61.3087,-149.9868,166.97,241857.71,2.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99509,Anchorage,61.2596,-150.0544,172.71,192990.06,3.32,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
99510,Anchorage,61.2513,-149.7347,138.67,223710.12,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96801,Honolulu,21.4344,-157.8729,166.15,644416.5,3.18,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96802,Honolulu,21.1685,-157.912,210.65,653556.54,3.99,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96803,Honolulu,21.2913,-157.7544,184.85,730632.63,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96804,Honolulu,21.3188,-157.7852,205.37,666111.81,3.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96805,Honolulu,21.3697,-157.7216,195.23,575055.39,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96806,Honolulu,21.3152,-157.7718,184.87,668200.26,4.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96807,Honolulu,21.4447,-157.7036,185.34,717733.38,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96808,Honolulu,21.1859,-157.7462,176.33,799477.77,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96809,Honolulu,21.2634,-157.9212,191.59,579600.84,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
96810,Honolulu,21.4019,-157.8454,207.02,588642.6,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76101,Fort Worth,32.7547,-97.1585,177.0,135640.41,3.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76102,Fort Worth,32.6582,-97.2675,141.59,143503.18,3.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76103,Fort Worth,32.7886,-97.1679,140.74,184686.1,3.19,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76104,Fort Worth,32.7475,-97.3862,178.63,137527.01,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76105,Fort Worth,32.9002,-97.2705,147.31,169271.07,3.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76106,Fort Worth,32.8599,-97.4859,165.77,141505.27,3.27,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76107,Fort Worth,32.8788,-97.2149,133.78,168392.22,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76108,Fort Worth,32.7816,-97.2837,155.66,141505.27,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76109,Fort Worth,32.6143,-97.3858,168.46,179161.06,4.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76110,Fort Worth,32.7352,-97.3326,147.52,143684.81,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76111,Fort Worth,32.8995,-97.311,167.98,179149.34,3.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76112,Fort Worth,32.7093,-97.5105,144.89,171468.19,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76113,Fort Worth,32.7693,-97.4406,168.24,187902.69,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76114,Fort Worth,32.8259,-97.2174,145.85,158549.1,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76115,Fort Worth,32.8768,-97.1927,180.73,144809.74,2.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78401,Corpus Christi,27.7965,-97.2803,171.8,131785.97,2.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78402,Corpus Christi,27.8657,-97.2384,180.82,124070.91,3.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78403,Corpus Christi,27.8911,-97.5661,137.04,136287.72,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78404,Corpus Christi,27.8449,-97.4315,135.13,136444.22,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78405,Corpus Christi,27.6976,-97.5432,169.52,140007.02,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78406,Corpus Christi,27.8832,-97.2819,137.06,152036.04,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78407,Corpus Christi,27.8981,-97.3536,155.75,145442.51,3.28,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78408,Corpus Christi,27.8209,-97.5554,166.81,133189.18,3.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78409,Corpus Christi,27.8942,-97.4693,148.57,155687.52,3.6,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78410,Corpus Christi,27.8702,-97.2471,172.33,142208.34,3.27,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78411,Corpus Christi,27.846,-97.3758,132.97,151008.4,3.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78412,Corpus Christi,27.7306,-97.4006,174.71,153835.69,3.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78413,Corpus Christi,27.8118,-97.3349,169.6,152922.82,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78414,Corpus Christi,27.8473,-97.3811,154.97,165243.96,3.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
78415,Corpus Christi,27.862,-97.2876,167.36,133361.32,3.15,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79401,Lubbock,33.5153,-101.7663,156.81,125942.86,3.19,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79402,Lubbock,33.7197,-102.015,179.48,118730.4,3.8,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79403,Lubbock,33.5141,-101.7007,136.21,108984.42,2.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79404,Lubbock,33.6251,-101.988,144.74,109778.37,3.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79405,Lubbock,33.6265,-101.9366,159.87,131942.1,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79406,Lubbock,33.522,-101.6911,177.16,140488.23,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79407,Lubbock,33.5654,-101.9654,155.88,140341.03,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79408,Lubbock,33.4399,-101.7233,129.57,142990.51,3.22,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79409,Lubbock,33.6062,-101.936,165.24,116201.35,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79410,Lubbock,33.6885,-101.9207,153.91,110014.77,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79101,Amarillo,35.119,-101.738,153.79,162874.4,2.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79102,Amarillo,35.1821,-101.8009,140.41,142407.06,3.61,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79103,Amarillo,35.28,-101.7577,178.82,119454.9,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79104,Amarillo,35.2449,-101.8237,139.83,118541.81,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79105,Amarillo,35.1416,-101.7652,143.67,149073.17,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79106,Amarillo,35.0753,-101.959,154.9,116246.59,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79107,Amarillo,35.2465,-101.9093,127.83,124389.62,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79108,Amarillo,35.3533,-102.0021,170.91,155559.65,4.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79109,Amarillo,35.3543,-101.6868,142.23,153419.11,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
79110,Amarillo,35.2963,-101.8671,133.46,119185.47,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76201,Denton,33.2099,-97.0283,135.88,143479.75,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76202,Denton,33.1825,-97.2035,139.75,176512.79,4.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76203,Denton,33.135,-97.2498,154.88,175815.57,3.13,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76204,Denton,33.1825,-97.0021,180.92,175645.66,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76205,Denton,33.0919,-97.2902,153.42,182061.26,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76206,Denton,33.2081,-97.0504,178.47,185775.87,4.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76207,Denton,33.1922,-97.0169,182.57,191869.23,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76208,Denton,33.1471,-96.9693,143.58,144171.11,2.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76209,Denton,33.2857,-97.0391,139.73,171444.76,3.75,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
76210,Denton,33.2026,-96.9928,175.31,165363.11,3.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75401,Greenville TX,33.1181,-96.1485,162.2,185594.24,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75402,Greenville TX,33.1258,-96.0154,160.32,182131.57,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75403,Greenville TX,33.1463,-96.0361,165.01,185020.06,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75404,Greenville TX,33.2625,-96.1611,144.66,180414.89,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75405,Greenville TX,33.2091,-96.2445,131.91,185383.32,3.6,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75406,Greenville TX,33.055,-96.173,161.17,167970.37,3.75,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75407,Greenville TX,33.2114,-96.043,176.14,159088.12,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75408,Greenville TX,33.114,-96.1377,144.12,134327.99,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75409,Greenville TX,33.065,-96.1166,142.71,148055.63,3.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
75410,Greenville TX,33.3071,-95.9658,142.38,175264.82,3.42,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36101,Montgomery,32.3959,-86.2919,127.88,121549.37,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36102,Montgomery,32.2358,-86.2049,168.96,110251.18,2.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36103,Montgomery,32.4886,-86.4499,144.71,132062.53,3.83,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36104,Montgomery,32.3342,-86.1669,130.09,122941.01,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36105,Montgomery,32.3037,-86.432,179.33,106375.09,4.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36106,Montgomery,32.4883,-86.3256,176.09,146090.49,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36107,Montgomery,32.3615,-86.2148,172.05,122401.31,3.73,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36108,Montgomery,32.2218,-86.463,171.39,137571.13,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36109,Montgomery,32.2646,-86.1847,177.84,106870.19,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36110,Montgomery,32.4829,-86.4256,136.48,128677.09,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36601,Mobile,30.611,-87.8918,153.12,133369.43,3.47,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36602,Mobile,30.5864,-88.2037,128.66,120296.0,4.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36603,Mobile,30.7569,-88.1984,140.99,128775.22,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36604,Mobile,30.7953,-87.919,128.82,140898.58,3.8,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36605,Mobile,30.5644,-88.0322,158.98,118721.48,3.81,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36606,Mobile,30.7494,-88.1855,179.99,113128.13,3.21,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36607,Mobile,30.6156,-87.9536,143.18,123957.99,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36608,Mobile,30.6756,-88.1351,176.86,127138.25,3.82,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36609,Mobile,30.5489,-88.0187,143.96,133824.39,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
36610,Mobile,30.5534,-88.1658,144.16,111607.14,3.81,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31201,Macon,32.9122,-83.5236,136.33,105081.57,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31202,Macon,32.8308,-83.8022,144.48,107945.15,3.64,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31203,Macon,32.881,-83.6344,149.25,114234.31,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31204,Macon,32.8412,-83.5994,139.05,120090.82,3.92,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31205,Macon,32.8797,-83.7902,166.38,105367.04,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31206,Macon,32.7735,-83.6513,165.45,107869.32,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31207,Macon,32.934,-83.7794,134.28,114452.87,3.79,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31208,Macon,32.7645,-83.4904,132.36,109229.74,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31209,Macon,32.9827,-83.6256,146.31,127646.74,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
31210,Macon,32.8647,-83.7167,162.34,117539.47,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30901,Augusta,33.4576,-81.844,136.27,126856.47,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30902,Augusta,33.4432,-82.0922,137.76,122219.09,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30903,Augusta,33.4799,-81.9335,165.68,170027.4,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30904,Augusta,33.3942,-81.9079,145.77,163637.31,3.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30905,Augusta,33.393,-81.9894,143.95,138259.52,3.68,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30906,Augusta,33.3948,-82.168,175.71,137138.0,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30907,Augusta,33.418,-81.9768,130.41,170700.31,3.74,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30908,Augusta,33.5507,-82.1129,177.94,167993.0,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30909,Augusta,33.5734,-82.1482,180.76,153569.66,3.14,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
30910,Augusta,33.5498,-81.9518,161.14,157581.07,4.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70801,Baton Rouge,30.5762,-91.2582,154.4,170288.22,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70802,Baton Rouge,30.5067,-91.0399,149.8,155504.94,3.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70803,Baton Rouge,30.5539,-91.1479,135.65,137503.14,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70804,Baton Rouge,30.3378,-91.3183,170.59,141968.38,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70805,Baton Rouge,30.5312,-91.2347,133.15,127315.52,3.43,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70806,Baton Rouge,30.5972,-91.0817,139.1,141712.78,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70807,Baton Rouge,30.4069,-91.1238,134.25,118927.54,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70808,Baton Rouge,30.3899,-91.2711,144.26,170788.99,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70809,Baton Rouge,30.5456,-91.3632,134.56,160731.77,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70810,Baton Rouge,30.3322,-91.1683,152.72,152943.69,3.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70811,Baton Rouge,30.3089,-91.3416,174.1,136047.77,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70812,Baton Rouge,30.4158,-91.2374,166.95,120064.72,3.49,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70813,Baton Rouge,30.3226,-91.3601,181.78,165092.68,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70814,Baton Rouge,30.5252,-91.3368,145.82,128087.54,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70815,Baton Rouge,30.5757,-91.0282,169.13,162667.06,3.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71101,Shreveport,32.5358,-93.8159,160.67,111285.99,3.75,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71102,Shreveport,32.4687,-93.6927,173.3,122999.0,3.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71103,Shreveport,32.6235,-93.7468,154.29,134845.82,3.32,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71104,Shreveport,32.5257,-93.9166,164.92,132798.5,3.27,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71105,Shreveport,32.4053,-93.7802,137.19,119386.08,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71106,Shreveport,32.4774,-93.6079,170.55,102400.87,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71107,Shreveport,32.58,-93.6863,156.26,133663.82,3.15,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71108,Shreveport,32.4673,-93.6525,171.55,145385.75,4.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71109,Shreveport,32.5288,-93.7222,182.19,138962.77,3.03,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
71110,Shreveport,32.6259,-93.6311,147.38,123016.84,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70501,Lafayette,30.3512,-92.1268,175.04,145216.21,3.53,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70502,Lafayette,30.3597,-92.1401,132.88,152331.38,3.99,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70503,Lafayette,30.2337,-92.0247,136.78,122024.55,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
