zip_code,metro,lat,lng,primary_hazard,hazard_severity,composite_hazard_score_1_10,data_source,as_of_date,source_url
13201,Syracuse,43.0458,-76.2187,Low,Low,4.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13202,Syracuse,43.1113,-76.0913,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13203,Syracuse,43.0189,-76.1631,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13204,Syracuse,43.0695,-76.1434,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13205,Syracuse,43.1546,-75.972,Low,Low,3.44,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13206,Syracuse,43.0608,-76.302,Low,Low,3.61,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13207,Syracuse,43.1056,-76.0005,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13208,Syracuse,42.9504,-76.0265,Low,Low,3.34,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13209,Syracuse,43.0588,-76.107,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13210,Syracuse,43.0808,-76.0087,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13211,Syracuse,43.1012,-76.2866,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13212,Syracuse,43.0903,-76.2432,Low,Low,3.26,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13213,Syracuse,43.0426,-76.1731,Low,Low,3.18,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13214,Syracuse,43.0321,-75.9805,Low,Low,3.56,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
13215,Syracuse,43.1131,-76.2484,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14601,Rochester,43.2324,-77.5741,Low,Low,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14602,Rochester,43.2999,-77.5609,Low,Low,3.69,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14603,Rochester,43.219,-77.6987,Low,Low,3.79,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14604,Rochester,43.0244,-77.6337,Low,Low,4.12,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14605,Rochester,43.2342,-77.5454,Low,Low,3.7,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14606,Rochester,43.0173,-77.7037,Low,Low,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14607,Rochester,43.198,-77.6964,Low,Low,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14608,Rochester,43.0127,-77.6433,Low,Low,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14609,Rochester,43.1293,-77.6597,Low,Low,3.44,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14610,Rochester,43.0485,-77.4909,Low,Low,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14611,Rochester,43.016,-77.6971,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14612,Rochester,43.2691,-77.5385,Low,Low,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14613,Rochester,43.1696,-77.5655,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14614,Rochester,43.1531,-77.7712,Low,Low,4.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14615,Rochester,43.2199,-77.4738,Low,Low,3.34,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14201,Buffalo,43.0176,-79.0061,Low,Low,3.11,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14202,Buffalo,42.7703,-78.7556,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14203,Buffalo,42.9612,-78.7407,Low,Low,3.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14204,Buffalo,42.8122,-78.8327,Low,Low,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14205,Buffalo,42.9099,-78.9059,Low,Low,3.65,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14206,Buffalo,42.7579,-78.7402,Low,Low,3.11,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14207,Buffalo,43.0005,-78.9477,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14208,Buffalo,42.9388,-79.0249,Low,Low,3.66,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14209,Buffalo,43.0004,-78.9587,Low,Low,3.43,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14210,Buffalo,42.7699,-78.9534,Low,Low,3.72,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14211,Buffalo,42.7398,-78.9726,Low,Low,3.17,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14212,Buffalo,42.9702,-78.8329,Low,Low,2.99,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14213,Buffalo,42.8028,-78.9216,Low,Low,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14214,Buffalo,42.9193,-79.0486,Low,Low,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
14215,Buffalo,42.9497,-78.8541,Low,Low,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99501,Anchorage,61.2239,-149.7788,Low,Low,3.8,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99502,Anchorage,61.1348,-149.9297,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99503,Anchorage,61.3439,-149.7859,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99504,Anchorage,61.0994,-150.0187,Low,Low,3.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99505,Anchorage,61.1344,-149.8803,Low,Low,3.74,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99506,Anchorage,61.1651,-149.7952,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99507,Anchorage,61.357,-149.7265,Low,Low,3.64,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99508,Anchorage,61.3087,-149.9868,Low,Low,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99509,Anchorage,61.2596,-150.0544,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
99510,Anchorage,61.2513,-149.7347,Low,Low,3.47,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96801,Honolulu,21.4344,-157.8729,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96802,Honolulu,21.1685,-157.912,Low,Low,3.78,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96803,Honolulu,21.2913,-157.7544,Low,Low,3.61,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96804,Honolulu,21.3188,-157.7852,Low,Low,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96805,Honolulu,21.3697,-157.7216,Low,Low,3.11,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96806,Honolulu,21.3152,-157.7718,Low,Low,3.27,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96807,Honolulu,21.4447,-157.7036,Low,Low,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96808,Honolulu,21.1859,-157.7462,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96809,Honolulu,21.2634,-157.9212,Low,Low,3.69,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
96810,Honolulu,21.4019,-157.8454,Low,Low,2.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76101,Fort Worth,32.7547,-97.1585,Low,Low,2.99,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76102,Fort Worth,32.6582,-97.2675,Low,Low,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76103,Fort Worth,32.7886,-97.1679,Low,Low,3.74,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76104,Fort Worth,32.7475,-97.3862,Low,Low,3.65,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76105,Fort Worth,32.9002,-97.2705,Low,Low,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76106,Fort Worth,32.8599,-97.4859,Low,Low,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76107,Fort Worth,32.8788,-97.2149,Low,Low,3.57,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76108,Fort Worth,32.7816,-97.2837,Low,Low,3.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76109,Fort Worth,32.6143,-97.3858,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76110,Fort Worth,32.7352,-97.3326,Low,Low,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76111,Fort Worth,32.8995,-97.311,Low,Low,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76112,Fort Worth,32.7093,-97.5105,Low,Low,3.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76113,Fort Worth,32.7693,-97.4406,Low,Low,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76114,Fort Worth,32.8259,-97.2174,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76115,Fort Worth,32.8768,-97.1927,Low,Low,4.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78401,Corpus Christi,27.7965,-97.2803,Low,Low,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78402,Corpus Christi,27.8657,-97.2384,Low,Low,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78403,Corpus Christi,27.8911,-97.5661,Low,Low,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78404,Corpus Christi,27.8449,-97.4315,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78405,Corpus Christi,27.6976,-97.5432,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78406,Corpus Christi,27.8832,-97.2819,Low,Low,3.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78407,Corpus Christi,27.8981,-97.3536,Low,Low,3.11,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78408,Corpus Christi,27.8209,-97.5554,Low,Low,3.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78409,Corpus Christi,27.8942,-97.4693,Low,Low,3.42,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78410,Corpus Christi,27.8702,-97.2471,Low,Low,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78411,Corpus Christi,27.846,-97.3758,Low,Low,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78412,Corpus Christi,27.7306,-97.4006,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78413,Corpus Christi,27.8118,-97.3349,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78414,Corpus Christi,27.8473,-97.3811,Low,Low,3.26,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
78415,Corpus Christi,27.862,-97.2876,Low,Low,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79401,Lubbock,33.5153,-101.7663,Tornado/Hail,High,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79402,Lubbock,33.7197,-102.015,Tornado/Hail,High,3.77,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79403,Lubbock,33.5141,-101.7007,Tornado/Hail,High,4.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79404,Lubbock,33.6251,-101.988,Tornado/Hail,High,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79405,Lubbock,33.6265,-101.9366,Tornado/Hail,High,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79406,Lubbock,33.522,-101.6911,Tornado/Hail,High,3.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79407,Lubbock,33.5654,-101.9654,Tornado/Hail,High,2.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79408,Lubbock,33.4399,-101.7233,Tornado/Hail,High,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79409,Lubbock,33.6062,-101.936,Tornado/Hail,High,2.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79410,Lubbock,33.6885,-101.9207,Tornado/Hail,High,3.48,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79101,Amarillo,35.119,-101.738,Tornado/Hail,High,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79102,Amarillo,35.1821,-101.8009,Tornado/Hail,High,3.57,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79103,Amarillo,35.28,-101.7577,Tornado/Hail,High,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79104,Amarillo,35.2449,-101.8237,Tornado/Hail,High,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79105,Amarillo,35.1416,-101.7652,Tornado/Hail,High,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79106,Amarillo,35.0753,-101.959,Tornado/Hail,High,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79107,Amarillo,35.2465,-101.9093,Tornado/Hail,High,3.56,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79108,Amarillo,35.3533,-102.0021,Tornado/Hail,High,4.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79109,Amarillo,35.3543,-101.6868,Tornado/Hail,High,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
79110,Amarillo,35.2963,-101.8671,Tornado/Hail,High,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76201,Denton,33.2099,-97.0283,Low,Low,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76202,Denton,33.1825,-97.2035,Low,Low,3.43,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76203,Denton,33.135,-97.2498,Low,Low,3.37,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76204,Denton,33.1825,-97.0021,Low,Low,3.37,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76205,Denton,33.0919,-97.2902,Low,Low,3.4,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76206,Denton,33.2081,-97.0504,Low,Low,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76207,Denton,33.1922,-97.0169,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76208,Denton,33.1471,-96.9693,Low,Low,3.56,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76209,Denton,33.2857,-97.0391,Low,Low,3.49,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
76210,Denton,33.2026,-96.9928,Low,Low,3.61,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75401,Greenville TX,33.1181,-96.1485,Low,Low,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75402,Greenville TX,33.1258,-96.0154,Low,Low,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75403,Greenville TX,33.1463,-96.0361,Low,Low,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75404,Greenville TX,33.2625,-96.1611,Low,Low,3.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75405,Greenville TX,33.2091,-96.2445,Low,Low,3.27,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75406,Greenville TX,33.055,-96.173,Low,Low,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75407,Greenville TX,33.2114,-96.043,Low,Low,3.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75408,Greenville TX,33.114,-96.1377,Low,Low,3.48,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75409,Greenville TX,33.065,-96.1166,Low,Low,3.44,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
75410,Greenville TX,33.3071,-95.9658,Low,Low,3.64,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36101,Montgomery,32.3959,-86.2919,Low,Low,2.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36102,Montgomery,32.2358,-86.2049,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36103,Montgomery,32.4886,-86.4499,Low,Low,3.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36104,Montgomery,32.3342,-86.1669,Low,Low,3.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36105,Montgomery,32.3037,-86.432,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36106,Montgomery,32.4883,-86.3256,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36107,Montgomery,32.3615,-86.2148,Low,Low,4.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36108,Montgomery,32.2218,-86.463,Low,Low,3.63,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36109,Montgomery,32.2646,-86.1847,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36110,Montgomery,32.4829,-86.4256,Low,Low,3.7,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36601,Mobile,30.611,-87.8918,Low,Low,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36602,Mobile,30.5864,-88.2037,Low,Low,3.19,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36603,Mobile,30.7569,-88.1984,Low,Low,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36604,Mobile,30.7953,-87.919,Low,Low,4.07,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36605,Mobile,30.5644,-88.0322,Low,Low,3.73,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36606,Mobile,30.7494,-88.1855,Low,Low,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36607,Mobile,30.6156,-87.9536,Low,Low,4.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36608,Mobile,30.6756,-88.1351,Low,Low,3.52,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36609,Mobile,30.5489,-88.0187,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
36610,Mobile,30.5534,-88.1658,Low,Low,4.07,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31201,Macon,32.9122,-83.5236,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31202,Macon,32.8308,-83.8022,Low,Low,3.73,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31203,Macon,32.881,-83.6344,Low,Low,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31204,Macon,32.8412,-83.5994,Low,Low,3.69,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31205,Macon,32.8797,-83.7902,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31206,Macon,32.7735,-83.6513,Low,Low,3.51,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31207,Macon,32.934,-83.7794,Low,Low,3.66,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31208,Macon,32.7645,-83.4904,Low,Low,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31209,Macon,32.9827,-83.6256,Low,Low,3.2,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
31210,Macon,32.8647,-83.7167,Low,Low,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30901,Augusta,33.4576,-81.844,Low,Low,3.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30902,Augusta,33.4432,-82.0922,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30903,Augusta,33.4799,-81.9335,Low,Low,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30904,Augusta,33.3942,-81.9079,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30905,Augusta,33.393,-81.9894,Low,Low,3.7,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30906,Augusta,33.3948,-82.168,Low,Low,3.72,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30907,Augusta,33.418,-81.9768,Low,Low,3.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30908,Augusta,33.5507,-82.1129,Low,Low,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30909,Augusta,33.5734,-82.1482,Low,Low,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
30910,Augusta,33.5498,-81.9518,Low,Low,3.81,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70801,Baton Rouge,30.5762,-91.2582,Low,Low,3.45,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70802,Baton Rouge,30.5067,-91.0399,Low,Low,4.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70803,Baton Rouge,30.5539,-91.1479,Low,Low,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70804,Baton Rouge,30.3378,-91.3183,Low,Low,3.77,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70805,Baton Rouge,30.5312,-91.2347,Low,Low,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70806,Baton Rouge,30.5972,-91.0817,Low,Low,3.11,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70807,Baton Rouge,30.4069,-91.1238,Low,Low,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70808,Baton Rouge,30.3899,-91.2711,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70809,Baton Rouge,30.5456,-91.3632,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70810,Baton Rouge,30.3322,-91.1683,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70811,Baton Rouge,30.3089,-91.3416,Low,Low,3.47,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70812,Baton Rouge,30.4158,-91.2374,Low,Low,2.99,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70813,Baton Rouge,30.3226,-91.3601,Low,Low,4.12,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70814,Baton Rouge,30.5252,-91.3368,Low,Low,3.61,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70815,Baton Rouge,30.5757,-91.0282,Low,Low,2.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71101,Shreveport,32.5358,-93.8159,Low,Low,3.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71102,Shreveport,32.4687,-93.6927,Low,Low,2.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71103,Shreveport,32.6235,-93.7468,Low,Low,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71104,Shreveport,32.5257,-93.9166,Low,Low,2.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71105,Shreveport,32.4053,-93.7802,Low,Low,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71106,Shreveport,32.4774,-93.6079,Low,Low,3.44,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71107,Shreveport,32.58,-93.6863,Low,Low,3.16,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71108,Shreveport,32.4673,-93.6525,Low,Low,2.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71109,Shreveport,32.5288,-93.7222,Low,Low,3.94,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
71110,Shreveport,32.6259,-93.6311,Low,Low,2.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70501,Lafayette,30.3512,-92.1268,Low,Low,3.77,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70502,Lafayette,30.3597,-92.1401,Low,Low,3.63,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70503,Lafayette,30.2337,-92.0247,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70504,Lafayette,30.183,-91.9374,Low,Low,3.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70505,Lafayette,30.3388,-92.1054,Low,Low,3.4,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70506,Lafayette,30.0771,-92.1089,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70507,Lafayette,30.3403,-92.1842,Low,Low,4.05,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70508,Lafayette,30.295,-92.1503,Low,Low,4.05,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70509,Lafayette,30.1123,-92.1867,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70510,Lafayette,30.088,-92.1943,Low,Low,3.64,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74101,Tulsa,36.1745,-96.0746,Tornado,Moderate,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74102,Tulsa,36.1187,-95.8542,Tornado,Moderate,3.64,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74103,Tulsa,36.0864,-95.8175,Tornado,Moderate,2.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74104,Tulsa,36.166,-96.0692,Tornado,Moderate,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74105,Tulsa,36.2434,-95.8459,Tornado,Moderate,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74106,Tulsa,36.0844,-96.0303,Tornado,Moderate,3.7,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74107,Tulsa,36.2812,-95.9983,Tornado,Moderate,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74108,Tulsa,36.2384,-95.9567,Tornado,Moderate,3.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74109,Tulsa,36.0999,-96.1434,Tornado,Moderate,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74110,Tulsa,36.0791,-96.0878,Tornado,Moderate,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74111,Tulsa,36.1083,-96.0022,Tornado,Moderate,3.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74112,Tulsa,36.116,-95.9311,Tornado,Moderate,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74113,Tulsa,36.151,-95.9039,Tornado,Moderate,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74114,Tulsa,36.2011,-95.9272,Tornado,Moderate,3.4,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
74115,Tulsa,36.2697,-95.9837,Tornado,Moderate,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
67201,Wichita,37.5655,-97.2979,Tornado,High,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
67202,Wichita,37.5796,-97.2017,Tornado,High,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
67203,Wichita,37.8148,-97.3073,Tornado,High,3.76,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
67204,Wichita,37.5886,-97.4371,Tornado,High,3.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
67205,Wichita,37.5617,-97.1932,Tornado,High,3.53,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
